"""What day is it today?"" ""It's Sunday.""",「今日は何曜日ですか？」「日曜日です。」
Your birthday is on Saturday.,あなたの誕生日は土曜日です。
This Monday is a holiday.,今週の月曜日は休日だ。
"""What's the date today?"" ""It's February first.""",「今日は何日ですか？」「2 月 1 日です」
My birthday is in September.,私の誕生日は 9 月です。
We have four seasons in a year.,1 年には 4 つの季節がある。
"The spring months are March, April and May.","春の月は, 3 月, 4 月, 5 月です。"
Happy New Year.,新年おめでとう。
"""How old is your grandmother?"" ""She is seventy-five years old.""",「あなたのおばあさんは何歳ですか？」「75 歳です」
He goes to school by bike.,彼は自転車で学校に行く。
Open your textbook to page five.,教科書の 5 ページを開けなさい。
Repeat after me.,私の後に繰り返して言いなさい。
Let's read together.,一緒に読みましょう。
Listen to the CD carefully.,この CD を注意して聞きなさい。
"Quiet, please.",静かにしてください。
Look at the blackboard.,黒板を見なさい。
I have a question.,質問があります。
What's this word in Japanese?,この単語は日本語でなんと言いますか？
That's all for today.,今日はこれですべてです。
Stand up.,立ちなさい。
Sit down.,座りなさい。
She is a student at Yamada Junior High School.,彼女は山田中学校の学生です。
She speaks many foreign languages.,彼女はたくさんの外国語を話す。
We study hard every day.,私たちは毎日一生懸命勉強します。
"""How long are the classes?"" ""They are fifty minutes long.""",「授業はどれくらいの長さですか？」「50 分です」
"""Do you like math?"" ""No, I don't.""","「あなたは数学が好きですか？」「いいえ, そうではありません」"
He teaches science to high school students.,彼は高校生に科学を教えています。
"History is not easy, but it is interesting.","歴史は簡単ではないが, おもしろい。"
We have school events at the end of this month.,今月の終わりには学校行事があります。
What do you know about computers?,コンピューターについてどんなことを知っていますか？
Please join our club.,私たちのクラブに入ってください。
I love sports.,私はスポーツが大好きです。
I play baseball on Sundays.,私は日曜日に野球をします。
She is a good tennis player.,彼女は上手なテニス選手です。
Let's play basketball in the gym.,体育館でバスケットボールをしよう。
He is a member of a football team.,彼はフットボールチームのメンバーです。
Please tell me about the rules of the game.,ゲームの規則を私に教えてください。
"""When do they practice judo?"" ""They practice judo after school.""",「いつ彼らは柔道の練習をするのですか？」「彼らは放課後に柔道の練習をします」
We can swim in the sea.,私たちは海で泳げます。
He can run fast and catch a ball.,彼は速く走ってボールを取ることができます。
She plays the piano very well.,彼女はとても上手にピアノを弾く。
They often sing songs and dance together.,彼らはしばしば一緒に歌を歌い踊る。
"""How often do you play the guitar?"" ""Once or twice a week.""","「どれくらいギターを引きますか？」「週に 1, 2 回です」"
"""Can you explain the paintings to me?"" ""I'm sorry, but I can't.""",「私にその絵を説明してくれますか？」「すみません。できません。」
"""Do you have any pets?"" ""Yes. I have some birds and a dog.""",「あなたはなにかペットを飼っていますか」「はい。数羽の鳥とイヌを買っています」
"""How many birds do you have?"" ""Three. They are really pretty.""",「あなたは何羽の鳥を飼っていますか？」「3 羽です。本当にかわいいです」
We have some flowers in the garden.,私たちの庭には花があります。
Red roses are beautiful.,赤いバラは美しい。
Let's sit under the cherry tree.,桜の木の下に座ろう。
We can see beautiful blossoms here.,ここでは美しい花が見えます。
He has a strong body.,彼は強い身体を持っている。
She has long soft hair.,彼女は長くて柔らかい髪を持っている。
Wash your face.,顔を洗いなさい。
Close your eyes.,目を閉じなさい。
Brush your teeth.,歯を磨きなさい。
Don't touch your nose.,鼻に触るな。
Raise your hand.,手を上げなさい。
Dogs have four legs.,犬は 4 つ脚である。
She often holds her baby in her arms.,彼女はしばしば赤ちゃんを腕に抱く。
I remember his smile well.,私は彼の笑顔をよく覚えている。
I usually have coffee and toast for breakfast.,私はたいてい朝食にコーヒーとトーストを食べます。
She sometimes eats lunch in the kitchen.,彼女はときどきキッチンでランチを食べる。
I often cook dinner.,私はしばしば夕食を調理する。
Pizza is my favorite food.,ピザは私の一番好きな食べ物です。
"""Which would you like, beef or chicken?"" ""Chicken, please.""","「ビーフかチキンか, どちらがよろしいですか？」「チキンがいいです」"
I drink tea with milk and sugar.,私は紅茶にミルクと砂糖を入れて飲みます。
"""We have onions, carrots, and potatoes."" ""OK. That's enough""",「タマネギとニンジンとジャガイモがあります」「はい。それで十分です」
Let's make curry and rice.,カレーライスを作ろう。
"""Are you hungry?"" ""No, but I'm thirsty.""","「お腹はすいていますか？」「いいえ, でものどがかわいています」"
"""Can I have a cup of coffee?"" ""Yes, of course.""","「コーヒーを一杯いただけますか？」「はい, もちろん」"
He is putting water into the bottle.,彼は瓶の中に水を入れている。
He is putting oil on the fire.,彼は火に油を注いでいる。
"""Can you wash the dishes?"" ""Sure. No problem.""",「食器洗いをしてくれますか？」「いいよ。大丈夫」
She is talking to her son on the phone.,彼女は電話で息子に話している。
"""Hello, this is Jane. Can I speak to Tom, please?"" ""Speaking. What's up?""","「もしもし, こちらジェーンです。トムはいますか？」「僕です。どうしたの？」"
Please call me again tomorrow.,明日もう一度私に電話をかけてください。
"Dear Becky,",親愛なるベッキー
Please write a letter to Susan soon.,すぐにスーザンに手紙を書いてください。
She drives to work.,彼女は車を運転して仕事に行く。
You can bring your umbrella to school.,学校に自分の傘を持ってくることができます。
Please take me out to a ball game.,野球の試合に私を連れていってください。
Let's take a bus.,バスに乗ろう。
"""How far is the park?"" ""Only about five kilometers.""",「公園はどれくらいの距離にありますか？」「ほんの 5 キロほどです」
He stayed at a hotel for a week.,彼は 1 週間ホテルに滞在した。
Please tell me the way to the beach.,砂浜に行く道を教えてください。
She walked across the street.,彼女は道を横切って歩いた。
I visited a lot of places yesterday.,私は昨日たくさんの場所を訪問した。
I climb mountains every weekend.,私は毎週末山に登る。
The birds fly from north to south in the fall.,その鳥は秋に北から南へ飛ぶ。
The sun rises in the east.,太陽は東から昇る。
He lives in a small town near a big river.,彼は大きな川の近くの小さな町に住んでいる。
He has a job at a college.,彼は大学で仕事をしている。
He gets up early in the morning.,彼は朝早く起きる。
He cleans his room every day.,彼は毎日自分の部屋を掃除する。
He reads the newspaper at his desk.,彼は机で新聞を読む。
He watched TV last night.,彼は昨夜テレビを見た。
"""Did you enjoy the movie?"" ""Yes, I did. It was exciting.""",「映画を楽しみましたか？」「はい。ワクワクしました」
He didn't sleep well last night.,昨夜彼はよく眠れなかった。
"""Can you help me with my homework?"" ""Sorry, I'm busy now.""",「私の宿題を手伝ってもらえますか？」「ごめんなさい。今忙しいのです」
She asked him about his dream.,彼女は夢について彼にたずねた。
I go to bed late.,私は遅くに寝る。
He takes a bath before dinner.,彼は晩ごはん前にお風呂に入る。
He was tired. So he sat on the chair.,彼は疲れていた。だからいすに座った。
I moved to the center of the city three years ago.,私は 3 年前に都市の中心に引っ越した。
I had a lot of fun at the party.,パーティーはとてもおもしろかった。
"""Can I use your pencil?"" ""Yes. Here you are.""",「君の鉛筆を使ってもいいですか？」「はい。どうぞ」
He went shopping at the department store.,彼はその百貨店へ買い物に行った。
I always buy things at the market.,私はいつもその市場でものを買う。
"""Can I help you?"" ""Yes, I want a shirt.""","「何にしましょうか？」「うん, シャツが欲しいんだ」"
"""Do you have any caps?"" ""Yes, we do. How about this one?""","「帽子はありますか？」「はい, あります。これはいかがですか？」"
He put on a jacket and went out.,彼は上着を着て出かけた。
He came home and took off his shoes.,"彼は家に帰って, 靴を脱いだ。"
We came through the gate at the back of the school yard.,私たちは校庭の裏にある門を通って入った。
"When I found her in the library, she was studying.","図書館で彼女を見つけたとき, 彼女は勉強していた。"
"""Why were you absent yesterday?"" ""Because I was sick.""",「なぜあなたは昨日休んだのですか？」「病気だったからです」
"""What subject do you like?"" ""Industrial arts.""",「どの教科が好きですか？」「技術です」
Everyone worried about the first exam.,誰もが最初の試験のことを心配していた。
We have to wear a uniform in our school.,私たちの学校では制服を着なければならない。
I'll never forget his speech.,私は彼の演説を決して忘れないだろう。
"How's the weather in Kyoto?"" ""It's sunny and hot.""",「京都の天気はどうですか？」「晴れていて暑いです」
It is cloudy and cool in New York.,ニューヨークは曇っていて涼しい。
It will be fine tomorrow.,明日はいい天気になるだろう。
It will rain the day after tomorrow.,明後日は雨が降るだろう。
We won't have snow this week.,今週は雪は降らないだろう。
"If it is rainy tomorrow, we'll play a video game.","もし明日雨が降っていれば, テレビゲームをするだろう。"
The sky is bright and clear.,"空は明るく, 晴れている。"
We can change wind energy into electricity.,私たちは風力エネルギーを電気に変えることができる。
The moon is behind the clouds.,月は雲の背後にある。
The earth moves around the sun.,地球は太陽の周りを回る。
This road leads to Rome.,この道はローマに通じる。
I saw so many tourists there.,そこでとてもたくさんの旅行者を見た。
Many of the men and women are far away from their hometowns.,多くの男たちや女たちが故郷から遠く離れている。
The plane flew over the rainbow.,飛行機が虹を超えて飛んでいった。
He traveled around the world last year.,去年彼は世界をあちこち旅した。
"When you travel overseas, you should follow local customs.","海外旅行をするときには, 現地の習慣に従うべきだ。"
I had a good time in Hawaii during the spring vacation.,私は春休みの間ハワイで楽しんだ。
She had a lot of interesting experiences abroad.,彼女は海外でたくさんの興味深い経験をした。
She picked them up at the airport.,彼女が空港に彼らを車で迎えに行った。
We picked up cans on the road.,私たちは道路の缶を拾い上げた。
He returned home one month later.,彼は 1 ヶ月後に家に戻った。
I waited for him until noon.,私は正午まで彼を待った。
"""How can I get to the museum?"" ""Take the subway and get off at the next station.""","「どうすれば博物館に行けますか？」「地下鉄に乗って, 次の駅で降りなさい」"
I have to change trains and get on the Yamanote Line.,電車を乗りかえて山手線に乗らなければならない。
We'll reach the top of the hill soon.,私たちはまもなく丘の頂に着くでしょう。
I'm going to visit my uncle tomorrow.,明日おじさんを訪ねるつもりです。
"""How was your school trip to Europe?"" ""It was great.""",「ヨーロッパへの修学旅行はどうでしたか？」「すばらしかったです。」
My aunt is coming back to England.,おばがイングランドに帰ってくる。
My cousin will leave for France in a month.,いとこは 1 ヶ月後にフランスに向けて出発するだろう。
I want to go to Spain someday.,私はいつかスペインに行きたい。
That scientist was born in the southern part of Germany.,その科学者はドイツの南部で生まれた。
I got one concert ticket for an adult and one for a child.,大人 1 枚と子ども 1 枚のコンサートチケットを手に入れた。
I think that this musician is fantastic.,私はこの音楽家はすばらしいと思う。
I hope you'll become a pilot in the future.,将来あなたがパイロットになるよう願っています。
She said she started to take piano lessons.,彼女はピアノのレッスンを受け始めたと言った。
That actress is popular among the young ladies.,その女優は若い女性の間で人気がある。
"""Pop music is a bridge between Korea and Japan"" ""That's right.""",「ポップミュージックは韓国と日本の間の橋だ」「その通りです」
She wrote many books about western culture and traditions.,彼女は西洋の文化と伝統について多くの本を書いた。
"""I don't like this comic. The story is boring."" ""I agree.""",「この漫画は好きじゃない。話が退屈だ」「私も同意見です」
The film shows the power of love.,この映画は愛の力を示している
I went to the theater to see a drama.,演劇を見るために私は劇場に行った。
He jumped off the stage.,彼は舞台から飛び降りた。
Her image remains in my mind.,彼女の面影が私の心に残っている。
"""Mother tongue"" means native language",「母語」とは母国の言葉を意味する。
"""I can't understand the meaning of this sentence."" ""I can't, either""",「私はこの文の意味を理解できない」「私もです」
He recorded the CNN special program.,彼は CNN の特別番組を録画した。
She wants to win a race in the Olympics.,彼女はオリンピックの競争で勝ちたいと思っている。
He hit the ball quickly.,彼はすばやくボールを打った。
She looked out of the window.,彼女は窓の外を見た。
Just then he knocked on the front door.,ちょうどそのとき彼が正面玄関をノックした。
Don't lose the key to the door.,ドアのかぎをなくすな。
The living room is on the first floor.,居間は 1 階にある。
I keep a calendar in the bedroom.,私は寝室にカレンダーを置いておく。
There is a good restaurant in the hotel．,このホテルにはいいレストランがある。
There are no stars tonight.,今夜は星ひとつない。
The robot can go up and down stairs easily.,そのロボットはかんたんに階段を上がったりおりたりできる。
Don't dump trash here.,ここにゴミを捨てるな。
"""Can I use the bathroom?"" ""Certainly.""",「お手洗いを貸してもらえますか？」「もちろん」
I need to change my clothes.,私は服を着替える必要がある。
My life changed completely.,私の生活は全く変わった。
The bell rang a few hours ago.,"2, 3 時間前にベルが鳴った。"
You can get maps on the Internet. They are really useful.,インターネットで地図を手に入れられます。それは本当に便利です。
He received a Christmas card from his friend.,私は友だちからクリスマスカードを受け取った。
We go to church to pray to God.,神に祈るために私たちは教会に行く。
She pushed his wheelchair along the street.,彼女は通りに沿って彼の車いすを押した。
Please see the schedule for the festival.,祭りの予定を見てください。
They're building a tower near the shore.,彼らは岸の近くに塔を建てている。
A stone rolled down the slope.,石が坂を転がった。
Nothing good happend today.,今日はいいことが何も起こらなかった。
They had an international meeting on air pollution.,彼らは大気汚染についての国際会議を開いた。
Making a good presentation is a difficult task.,いい発表をすることはむずかしい仕事だ。
You must choose the right topic.,君は適切な話題を選ばなければならない。
I set small goals each day.,私は毎日小さな目標を定める。
He is a clerk at the post office.,彼は郵便局の職員だ。
She is a nurse at the hospital.,彼女は病院の看護師だ。
The police officer spoke in a loud voice.,その警察官は大きな声で話した。
Training to be an astronaut is hard.,宇宙飛行士になるための訓練はむずかしい。
We're searching for treasure.,私たちは宝物を探している。
I would like to share information with you.,私はあなたと情報を共有したい。
Smoking is bad for health.,喫煙は健康に悪い。
He hurt his leg in an accident.,彼は事故で脚をけがした。
The drugstore is over there.,ドラッグストアはあそこにある。
The child went to the dentist for the first time.,その子は初めて歯医者に行った。
The farmers grow organic vegetables.,その農家は有機野菜を栽培する。
I went strawberry hunting in the forest.,私は森にいちご狩りに行った。
They sell fresh fruit at the supermarket.,スーパーマーケットで新鮮な果物を売っている。
Would you like something to eat? We have bean salad and sandwiches.,なにか食べ物はいりませんか？　豆サラダとサンドイッチがあります。
Have a bowl of her tomato soup. It's delicious.,彼女のトマトスープを 1 杯食べなさい。おいしいよ。
She baked a peach pie.,彼女はピーチパイを焼いた。
He cut the chocolate cake with a knife.,彼はナイフでチョコレートケーキを切った。
I like drinking cold tea.,私は冷たいお茶を飲むのが好きです。
They use plastic trays in the cafeteria.,そのカフェテリアではプラスチックのお盆を使っている。
Please finish eating everything on your plate.,皿にあるすべてのものを食べ終えてください。
"""I want to give her a present."" ""That's a good idea.""",「彼女にプレゼントをあげたい」「それはいい考えだ」
She was in a lovely dress.,彼女はかわいい服を着ていた。
"""May I help you?"" ""Yes, I'm looking for a coat.""","「お手伝いいたしましょうか？」「はい, コートを探しています」"
This is too expensive. Do you have a cheaper one?,これは高価すぎます。もっと安いものはありませんか？
Please show me another style.,別のスタイルを見せてください。
This skirt has a wonderful shape.,このスカートはすばらしい形です。
"""This is your size and the price is very low."" ""Perfect. I'll take it.""","「これはあなたのサイズですし, 値段はとても安いです」「すばらしい。それをもらいます」"
Here's your change.,これはおつりです。
I'll wrap the gift in a moment.,すぐに贈り物を包みます。
I could not buy the wine simply because I had no money with me.,"単にお金を持っていなかったので, 私はワインを買うことができなかった。"
What's up? You look sad.,どうしたの？　悲しそうだね。
What's wrong? Are you sleeply?,どこか具合が悪いのですか？　眠いのですか？
I feel unhappy for no clear reason.,私ははっきりとした理由もなくみじめな気持ちだ。
This cookie tastes sweet.,このクッキーは甘い味がする。
I enjoy drawing pictures of fireworks in my free time.,私はひまな時に花火の絵を描いて楽しむ。
She finally stopped crying.,彼女はやっと泣きやんだ。
He was excited about going to the zoo.,動物園に行くことで彼はわくわくしていた。
He'll get angry if you break the vase.,"もしその花びんを壊したら, 彼は怒るだろう。"
I'm glad to hear your voice.,君の声を聞けてうれしい。
I was surprised to see that new machine.,その新しい機械を見て私は驚いた。
"""Thank you for sending me your photos."" ""My pleasure.""",「君の写真を送ってくれてありがとう」「どういたしまして」
I always try to be kind to other people.,私はいつもほかの人たちに親切にしようとしている。
I'm interested in Japanese dolls.,私は日本の人形に興味がある。
People respect him for being honest.,人々は彼が正直なので尊敬している。
The priest believes that all temples are scared.,その僧はすべての寺は神聖だと信じている。
They keep silent in class.,授業中彼らはずっと黙ったままだ。
The rock looks like a human face.,その岩は人間の顔のように見える。
Don't laugh at a person in trouble.,困っている人を笑うな。
He is as tall as I.,彼は私と同じくらいの背の高さだ。
He is taller than I.,彼は私より背が高い。
The animal is as heavy as an elephant.,その動物は象と同じくらい重い。
I like skiing better than skating.,私はスケートよりスキーのほうが好きだ。
The Pacific Ocean is larger than the Atlantic Ocean.,太平洋は大西洋よりも大きい。
Light travels faster than sound.,光は音よりも速く進む。
We must learn more about global warming.,私たちは地球温暖化についてもっと学ばなければならない。
The environment is getting worse.,環境はより悪くなってきている。
Lake Biwa is larger than any other lake in Japan.,琵琶湖は日本にある他のどの湖よりも大きい。
What is the most important message in the book?,この本で一番大切なメッセージは何ですか？
Whales are one of the largest animals.,クジラは最も大きな動物のひとつだ。
The best way to learn a lot is to learn for yourself.,多くのことを学ぶ最善の方法は独力で学ぶことだ。
They say the worst earthquake occurred in 1556.,1556 年に最悪の地震が起こったと言われている。
I prefer peace to war.,私は戦争よりも平和を好む。
Now check the graph below.,さて下のグラフを確認しなさい。
Let's compare the figures in the table.,表の数字を比較しよう。
He is six feet and one inch tall.,彼の身長は 6 フィート 1 インチだ。
Most of us enter university at the age of 18 or 19.,私達の大半は 18 か 19 の年齢で大学に入学する。
He ran the whole course of a hundred kilometers.,彼は 100 キロの全コースを走った。
My normal temperature is 36.5 degrees Celsius.,私の平熱はセ氏 36.5 度です。
It is a quarter past seven. You have half an hour.,今は 7 時 15 分過ぎです。あと 30 分あります。
There are many kinds of living things in the pond.,その池には多くの種類の生物がいる。
Owls are famous for flying quietly.,フクロウは静かに飛ぶことで知られている。
A penguin appeared on the ice.,氷の上にペンギンが現れた。
Look! The last leaf is falling.,"ほら, 最後の葉が落ちる。"
Alice followed the rabbit.,アリスはウサギの後を追った。
A vet takes care of sick animals.,獣医は病気の動物たちの世話をする。
There are many endangered species because of pollution.,汚染のために絶滅の危機にひんしている種がたくさんある。
"For example, many types of turtles are now in danger.","たとえば, 多くの種類のカメが今危機にひんしています。"
The dinosaurs suddenly disappeared about 65 milion years ago.,約六千五百万年前に恐竜は突然消えた。
All animals can communicate with each other.,すべての動物はお互い意思を伝えられる。
The field is full of grass.,野原は草でおおわれている。
I will dig a hole and bury the dead bird deep in the ground.,私は穴を掘り死んだ鳥を地中深く埋めるつもりだ。
There are seven bilion people on the planet.,この惑星には七十億の人がいる。
A huge studium will be built near the city hall.,市役所の近くに巨大な競技場が建てられるだろう。
Our country is located in East Asia.,わが国は東アジアに位置している。
The islands can be seen from space.,その島々は宇宙から見ることができる。
They are fighting over the empty land.,彼らはその空き地のことで争っている。
Many of the babies died a short time after birth.,誕生後短時間で死ぬ赤ちゃんがたくさんいた。
Our ancestors were different from us.,私たちの祖先は私たちと違っていた。
The bomb exploded and killed many soldiers.,"爆弾が爆発し, 多くの兵士を死なせた。"
"""Shall I bring the menu?"" ""Yes, please.""","「メニューをお持ちしましょうか？」「はい, お願いします」"
"""Can I take your order?"" ""Yes, I'll have a steak and a beer.""","「注文をうかがいましょうか？」「はい, ステーキとビールをいただきます」"
"""All right. Anything else?"" ""That's all.""",「わかりました。他に何かいりますか？」「それだけです」
"""Would you like desert?"" ""No, thank you. I'm full.""","「デザートはいかがですか？」「いいえ, 結構です。お腹がいっぱいです」"
"""Will you pass me the salt?"" ""Sure.""",「塩を回してくれますか？」「うん」
"We have corn, milk, and lemon juice in the fridge.",冷蔵庫にトウモロコシと牛乳とレモンジュースがある。
"How do you like your eggs, fried or boiled?","焼くかゆでるか, 卵をどう料理するのが好きですか？"
What is the difference between scrambled eggs and an omelet?,スクランブルエッグとオムレツの違いは何ですか？
"""That spaghetti-and-sausage smells good."" ""Please help yourself.""",「あのスパゲッティー・ソーセージはいいにおいがする」「自由にとってください」
Wasabi gives flavor to the dish and also keeps it from going bad.,"わさびは料理に味わいを与え, また腐らないようにもする。"
They use bamboo chopsticks at every meal.,彼らは食事のたびに竹の箸を使う。
She added a few drops of  oil to the dish.,彼女は料理に数滴の油を加えた。
Soy sauce is made from soybeans.,しょうゆは大豆でできている。
The chef is ready to serve dinner.,料理長は夕食を出す用意ができている。
You should eat a well-balanced diet.,あなたはバランスのとれた食事を食べるべきだ。
The recipe for grilled chicken inculudes honey and garlic.,グリルで焼いたチキンのレシピにはハチミツとニンニクが含まれている。
I hate humburgers. I'll just have some mixed nuts.,私はハンバーガーが嫌いだ。ちょっとミックス・ナッツを食べよう。
Singapore is located in Southeast Asia.,シンガポールは東南アジアに位置する。
I have lived in the nation since I got married.,私は結婚して以来その国に住んできた。
"""How long have you been in Hawaii?"" ""Hmm. let's see … for over ten weeks.""","「ハワイに来てどれくらいになりますか？」「ふーむ, そうですね … 10 週間以上になります」"
"""I found a suprising fact about Brazil.""",ブラジルについて驚くべき事実を見つけた。
"""Have you ever been to Thailand?"" ""No, not yet.""","「これまでにタイに行ったことはありますか？」「いいえ, まだありません」"
The President of the United States has already arrived in Russia.,合衆国大統領はすでにロシアに到着している。
A group of five people went camping near a waterfall in the Philippines.,5 人のグループがフィリピンの滝の近くへキャンプしに行った。
There is a factory several miles away from here.,ここから数マイル離れたところに工場がある。
Three months have passed since he went away.,彼が立ち去ってから 3 ヵ月たつ。
We gathered in front of the entrance of the hall.,私たちはホールの入口の正面に集まった。
We crossed to the other side of the street.,私たちは道を渡って向こう側に行った。
"""What is the purpose of your visit?"" ""Sightseeing.""",「訪問の目的は何ですか？」「観光です」
"""Excuse me. Can you tell me the way to the nearest bank?""
""Well, turn left at the second corner and you'll see it on your right.""
""I see. Thanks.""","「すみません。一番近くの銀行へ行く道を教えていただけますか？」
「ええと,  2 つ目の角を左に曲がりなさい。そうすると, 右側に見えます」
「わかりました。ありがとう」"
"""Excuse me. Is there a hotel around here?"" 
""Yeah. Go straight along the street and turn left at the second traffic light.""","「すみません。このあたりにホテルはありますか？」
「ええ。この道をまっすぐに行って 2 つめの信号を左に曲がりなさい」"
"""How long does it take to get to the station?""
""Sorry, I'm a stranger here myself.""
""Okay. Thank you any way.""","「駅に行くのにどれくらい時間がかかりますか？」
「すみません, 私自身もこの辺りは不案内なんです」
「わかりました。とにかくありがとう」"
I am afraid to travel by myself. I often get lost on my way to school.,私はこわくてひとりで旅行できない。学校に行く途中で迷うこともしばしばだ。
The castle is 800 meters above sea level.,その城は海抜 800 メートルにある。
He worked for a long time as a tour guide in Nara Prefeccture.,彼は長い間奈良県で観光ガイドとして働いた。
I took a direct flight to Paris.,私はパリ直行便に乗った。
A big wave was approaching me.,大きな波が私に近づいてきた。
He went down to the convenience store alone.,彼はひとりでコンビニへ行った。
"This area is not safe. Infact, it is very dangerous.","この地域は安全ではない。実は, とても危険だ。"
I'm just nervous about the test.,私はテストのことでちょっと不安だ。
Laughter makes people happy.,笑いは人を幸せにする。
I just want you to have the courage to tell the truth.,私は君に真実を語る勇気を持ってほしい。
His wife kept encouragin him to try again.,彼の妻は彼がもう一度試すように励まし続けた。
This joke may be funny to some but to others it isn't.,"この冗談がおもしろいと思う人もいるかもしれないが, おもしろくないと思う人もいる。"
I had a strange feeling about the visitor.,その訪問客は奇妙な感じがした。
The kid asked his mom to buy him a new toy.,子供はお母さんに新しいおもちゃを買ってくれと頼んだ。
She is not beautiful but cute.,"彼女は美しくはないが, かわいい。"
"At first, I thought I was going to be lucky, but actually I wasn't.","最初のうちは運がいいのだろうと思った。しかし, 実は違った。"
"When I go fishing, I feel relaxed and close to nature.","釣りに行くとき, 私はくつろいで自然に親しんでいる気がする。"
She seemed to understand that the situation was serious.,状況は深刻だと彼女は理解しているようだった。
Her round eyes were filled with tears. She took a handkerchief from her pocket.,彼女の丸い目は涙でいっぱいだった。彼女はポケットからハンカチを取り出した。
She still refuses to accept his death.,彼女は今でも彼の死を受け入れるのを拒否している。
It is necessary to take action to preserve nature.,自然を保護するために行動を起こす必要がある。
It is important for us to protect World Heritage Sites.,私たちが世界遺産地域を守ることが重要だ。
It was impossible for him to grow plants in the desert.,彼が砂漠で植物を育てることは不可能だった。
People are burning down the rain forests because they want to plant crops.,"作物を植えたいので, 人々は雨林を燃やしている。"
I didn't know how to recycle garbage.,どうやって生ごみを再生利用するのか私は知らなかった。
We have to reduce the amount of waste as much as we can.,私たちはできるだけ廃棄物の量を減らす必要がある。
The panels collect solar energy.,そのパネルは太陽エネルギーを集める。
You can't shoot a wild deer in the valley.,その谷で野生の鹿を撃つことはできません。
I found that only queen bees lay eggs.,女王蜂だけが卵を産むとわかった。
Some pigeons can fly long distances.,長距離を飛べるハトもいる。
My cat was lying on the roof of the shrine.,私の猫は神社の屋根の上で寝転んでいた。
She tried to wake up her sleeping husband.,彼女は寝ている夫を起こそうとした。
"While he was fixing the broken window, he hurt himself and shouted ""Ouch!""","割れた窓を直しているときに, 彼はけがをして, 「痛い！」と叫んだ。"
A man riding a bike was run over by a bus.,自転車に乗っていた男がバスにひかれた。
She sat on a bench covered with snow.,雪におおわれたベンチに彼女は座った。
This hotel was designed by a famous architect named Frank Lloyd Wright.,このホテルはフランク・ロイド・ライトという名前の有名な建築家によって設計された。
This sofa is one of our most comfortable pieces of furniture.,このソファーは最も快適な家具のひとつだ。
I always carry a light lunch box made of wood.,私はいつも木製の軽い弁当箱を持っていく。
I wonder what is inside the pot.,つぼの中に何があるのだろうか。
I realized the importance of communication in our daily life.,私は日常生活における意思疎通の重要性に気付いた。
It is not easy to spend less money and save more.,"費やすお金をより少なくし, より多くを蓄えるのはかんたんではない。"
"I noticed a sign on the wall saying ""DANGER!""",「危険！」と書かれた壁の標識に気づいた。
"""Would you help me?"" ""Sure, what can I do for you?""","「手伝っていただけますか？」「はい, 何をしましょうか？」"
